Cycle,SourcePeer,MessageID,Date,Message,Views,ForwardsCount,Reactions,IsForward,FwdFromPeer,ReplyToMsgID,PostLink
US-2020,cnnbrk,246024,2020-11-13 03:23:24+00:00,CNN.com - Top Stories Trump's eldest children split on his path forward,2901.0,0.0,,False,,,https://t.me/cnnbrk/246024
US-2020,cnnbrk,246021,2020-11-13 03:22:57+00:00,GOP lawmakers defend CIA Director Gina Haspel as Trump weighs firing her    ➖ @cnnbrk ➖,1090.0,1.0,,False,,,https://t.me/cnnbrk/246021
US-2020,cnnbrk,246020,2020-11-13 03:22:56+00:00,"Republicans see President's efforts as likely to fail and hope key vote certification deadlines bail them out  Cracks are growing in the GOP defense of President Donald Trump's long-shot effort to overturn the 2020 election outcome, with many top Republicans contending that Joe Biden should immediately get national security briefings, some calling for the official transition process to begin and others are acknowledging that Trump stands little chance at reversing results clearly showing he lost.  ➖ @cnnbrk ➖",1091.0,0.0,,False,,246019.0,https://t.me/cnnbrk/246020
US-2020,cnnbrk,246017,2020-11-13 03:22:48+00:00,Obama memoir confronts role his presidency played in Republican obstructionism and Trump's rise    ➖ @cnnbrk ➖,1029.0,0.0,,False,,,https://t.me/cnnbrk/246017
US-2020,cnnbrk,246016,2020-11-13 03:22:47+00:00,Trump bans US investments that would aid China's military  President Donald Trump signed an executive order banning Americans from investing in Chinese firms that the administration says are owned or controlled by the Chinese military.  ➖ @cnnbrk ➖,1002.0,0.0,,False,,246014.0,https://t.me/cnnbrk/246016
US-2020,cnnbrk,245997,2020-11-12 23:20:53+00:00,"People close to the President say it's only a matter of time before he acknowledges results and pins blame on his unfounded claims  How much longer President Donald Trump continues waging battle over an election he lost remained in question Thursday as more of his advisers voiced doubt his gambit to contest the results would succeed. One person who spoke to him called him ""dejected"" over the ordeal.  ➖ @cnnbrk ➖",868.0,0.0,,False,,245996.0,https://t.me/cnnbrk/245997
US-2020,cnnbrk,245995,2020-11-12 23:20:34+00:00,"These Republicans publicly recognize Biden as President-elect  A growing number of notable Republicans are beginning to recognize Joe Biden as President-elect, even as President Donald Trump and many GOP leaders are still refusing to do so.  ➖ @cnnbrk ➖",754.0,0.0,,False,,245994.0,https://t.me/cnnbrk/245995
US-2020,cnnbrk,245989,2020-11-12 23:19:55+00:00,Judge dismisses Trump campaign's lawsuit against CNN  A federal judge on Thursday dismissed a lawsuit President Donald Trump's campaign had filed against CNN for a 2019 opinion piece about former Special Counsel Robert Mueller's probe into Russian election meddling.  ➖ @cnnbrk ➖,681.0,0.0,,False,,245988.0,https://t.me/cnnbrk/245989
US-2020,cnnbrk,245985,2020-11-12 23:19:21+00:00,"As Trump wrestles with defeat, pardons loom for allies -- and himself  President Donald Trump is refusing to concede the 2020 election to President-elect Joe Biden, but once Trump moves to the acceptance stage of his defeat, the urgent business of presidential pardons is likely to surge to the top of his checklist before leaving office.  ➖ @cnnbrk ➖",643.0,0.0,,False,,245984.0,https://t.me/cnnbrk/245985
US-2020,cnnbrk,245983,2020-11-12 23:19:05+00:00,Here's loophole on how Trump may be able to pardon himself  CNN's Special Correspondent Jamie Gangel and legal analyst Elliot Williams join Pamela Brown to discuss presidential pardons.  ➖ @cnnbrk ➖,624.0,0.0,,False,,245982.0,https://t.me/cnnbrk/245983
US-2020,cnnbrk,245976,2020-11-12 23:18:27+00:00,"Obama memoir confronts role his presidency played in Republican obstructionism and Trump's rise  Barack Obama directly confronts the racist politics of President Donald Trump in the first volume of his post-presidency memoir, bluntly suggesting how he believes his historic election in 2008 opened a wave of bitter and divisive turmoil that fueled Republicans' obstructionism and ultimately changed the party, according to a copy of the book obtained by CNN.  ➖ @cnnbrk ➖",589.0,0.0,,False,,245975.0,https://t.me/cnnbrk/245976
US-2020,cnnbrk,245952,2020-11-12 16:32:11+00:00,"Six post-presidency lawsuits waiting for Trump  President Donald Trump will return to just plain old Donald Trump on January 20. Meanwhile, there are at least a half dozen ongoing cases involving him -- and placing him in various levels of legal jeopardy -- still pending. In his latest episode of The Point, CNN's Chris Cillizza breaks down the pending litigation that the President will have to deal with in a few short months.  ➖ @cnnbrk ➖",517.0,0.0,,False,,245950.0,https://t.me/cnnbrk/245952
US-2020,cnnbrk,245949,2020-11-12 16:32:06+00:00,"Why Trump is the clear front-runner for the 2024 nomination  President Donald Trump has yet for formally concede the 2020 presidential race, but he's already planning to run again in four years' time.  ➖ @cnnbrk ➖",426.0,2.0,,False,,245947.0,https://t.me/cnnbrk/245949
US-2020,cnnbrk,245943,2020-11-12 16:31:56+00:00,Avlon: Republicans are coddling Trump out of fear of retaliation  CNN's John Avlon looks at why Republicans can't or won't congratulate President-elect Joe Biden in public.  ➖ @cnnbrk ➖,342.0,0.0,,False,,245939.0,https://t.me/cnnbrk/245943
US-2020,cnnbrk,245914,2020-11-12 13:22:03+00:00,"Former White supremacist: This is how to tackle hate and bigotry  This week, we ask the question: What comes next for America and hate? The federal government lists White supremacy as a top threat to national security, thanks in part to a rise in White nationalism over the past four years. With a new president elected, how does Joe Biden confront the scourge of racism, anti-Semitism, misogyny and xenophobia that President Donald Trump helped stoke? SE Cupp talks to a panel of experts for our CNN Digital video discussion, but first, former White supremacist Chris Buckley writes our CNN Opinion op-ed.  ➖ @cnnbrk ➖",483.0,3.0,,False,,,https://t.me/cnnbrk/245914
US-2020,cnnbrk,245901,2020-11-12 13:21:13+00:00,"Why Trump is filing so many flimsy lawsuits in battleground states  The Trump campaign is moving from state to state to overturn President-elect Joe Biden's win, in a series of increasingly wild legal maneuvers without credible claims that face astronomical odds and carry little precedent.  ➖ @cnnbrk ➖",222.0,0.0,,False,,245896.0,https://t.me/cnnbrk/245901
US-2020,cnnbrk,245882,2020-11-12 13:20:29+00:00,"Michigan election official fact checks voter fraud claim  Speaking to CNN's Don Lemon, Michigan Secretary of State Jocelyn Benson (D) said she's confident the election was extremely well run despite the lawsuit brought by Donald Trump's legal team.  ➖ @cnnbrk ➖",218.0,0.0,,False,,245881.0,https://t.me/cnnbrk/245882
US-2020,cnnbrk,245880,2020-11-12 13:20:25+00:00,"Trump officials mocked Democrats in 2016 as 'sore losers' for not accepting election results  Top Donald Trump campaign and White House officials continue to baselessly assert there was widespread election fraud in the 2020 election and refuse to acknowledge President-elect Joe Biden's victory, but four years ago, those close to Trump mocked Democrats who didn't accept his victory as ""sore losers.""  ➖ @cnnbrk ➖",221.0,0.0,,False,,245879.0,https://t.me/cnnbrk/245880
US-2020,cnnbrk,245878,2020-11-12 13:20:22+00:00,Magic wall: Biden's popular vote lead is highest margin in 20 years  CNN's Phil Mattingly walks through where President Trump and President-elect Biden stand as the final votes are being counted in the 2020 presidential election.  ➖ @cnnbrk ➖,229.0,0.0,,False,,245877.0,https://t.me/cnnbrk/245878
US-2020,cnnbrk,245856,2020-11-12 08:40:38+00:00,"Trump's stunning abdication of leadership comes as pandemic worsens  President Donald Trump had predicted in almost every campaign rally that the media would stop talking about the coronavirus pandemic the day after the election. But as it turns out, no one is ignoring the worsening tragedy more than the President himself.  ➖ @cnnbrk ➖",355.0,0.0,,False,,245855.0,https://t.me/cnnbrk/245856
US-2020,cnnbrk,245854,2020-11-12 08:40:32+00:00,"Trump voters are flocking to a TV channel that claims Biden is not president-elect  A version of this article first appeared in the ""Reliable Sources"" newsletter. You can sign up for free right here.  ➖ @cnnbrk ➖",320.0,1.0,,False,,245853.0,https://t.me/cnnbrk/245854
US-2020,cnnbrk,245850,2020-11-12 08:40:07+00:00,CNN anchor calls out Trump children's 'bizarre' tweets  President Donald Trump's children have used their social media accounts to spread misinformation about the 2020 election results. CNN's Don Lemon fact checks their Twitter feeds.  ➖ @cnnbrk ➖,255.0,0.0,,False,,245849.0,https://t.me/cnnbrk/245850
US-2020,cnnbrk,245846,2020-11-12 08:39:43+00:00,"What Boris Johnson said about incoming Biden administration  While speaking to British lawmakers, Prime Minister Boris Johnson spoke about the incoming Biden-Harris administration as well as his relationship with President Donald Trump.  ➖ @cnnbrk ➖",238.0,0.0,,False,,245845.0,https://t.me/cnnbrk/245846
US-2020,cnnbrk,245844,2020-11-12 08:39:27+00:00,Anderson Cooper: That's an actual quote from a GOP official  CNN's Anderson Cooper discusses what President Donald Trump has been doing as his refusal to concede defeat to President-elect Joe Biden continues.  ➖ @cnnbrk ➖,234.0,0.0,,False,,245843.0,https://t.me/cnnbrk/245844
US-2020,cnnbrk,245842,2020-11-12 08:39:20+00:00,"Watch Sanders' reaction to Trump refusing to concede  Sen. Bernie Sanders (D-VE) calls President Donald Trump's refusal to concede the election an ""outrage.""  ➖ @cnnbrk ➖",232.0,0.0,,False,,245841.0,https://t.me/cnnbrk/245842
US-2020,cnnbrk,245840,2020-11-12 08:39:12+00:00,Why ex-CIA chief is more worried about Trump now  Former CIA Director John Brennan tells CNN's Wolf Blitzer why he's more worried now than he has been during the past four years of President Trump's administration.  ➖ @cnnbrk ➖,222.0,1.0,,False,,245839.0,https://t.me/cnnbrk/245840
US-2020,cnnbrk,245826,2020-11-12 07:23:58+00:00,"The US-China rivalry in tech and trade won't end because Joe Biden is president  President Donald Trump spent much of his term setting up Beijing as Washington's greatest political and economic adversary. Don't expect drastic changes when Joe Biden takes the helm, even if he eschews the bluster and unpredictability of his predecessor.  ➖ @cnnbrk ➖",436.0,3.0,,False,,245825.0,https://t.me/cnnbrk/245826
US-2020,cnnbrk,245820,2020-11-12 04:32:59+00:00,"Republican senator says he will step in if Biden doesn't have access to intelligence briefings by Friday  Oklahoma Republican Sen. James Lankford said Wednesday that he will intervene if the Trump administration has not allowed President-elect Joe Biden access to presidential daily intelligence briefings by the end of the week, one of the first rights of a presidential candidate after winning the election.  ➖ @cnnbrk ➖",347.0,3.0,,False,,245819.0,https://t.me/cnnbrk/245820
US-2020,cnnbrk,245814,2020-11-12 04:32:47+00:00,The Watergate-era strategies that might win Trump a pardon. Maybe.  President Donald Trump should stop hyperventilating about voter fraud and draft a gracious concession speech just as Richard Nixon did when he narrowly lost the 1960 presidential election to John F. Kennedy.  ➖ @cnnbrk ➖,245.0,0.0,,False,,245812.0,https://t.me/cnnbrk/245814
US-2020,cnnbrk,245807,2020-11-12 04:32:26+00:00,"Dispatches to the President-elect are sitting at the State Department, but the Trump administration won't let him access them, according to officials  A stack of messages from foreign leaders to President-elect Joe Biden are sitting at the State Department but the Trump administration is preventing him from accessing them, according to State Department officials familiar with the messages.  ➖ @cnnbrk ➖",263.0,2.0,,False,,245806.0,https://t.me/cnnbrk/245807
US-2020,cnnbrk,245801,2020-11-12 00:31:52+00:00,"Trump allies clash with top intelligence officials in quest to declassify more Russia documents  As President Donald Trump and his allies continue to publicly dispute the outcome of the election, they are also quietly seeking to discredit the Russia investigation that has cast a dark cloud over the administration for more than four years.  ➖ @cnnbrk ➖",396.0,0.0,,False,,245798.0,https://t.me/cnnbrk/245801
US-2020,cnnbrk,245799,2020-11-12 00:31:50+00:00,"Trump blew up TikTok and now nobody knows what's going on  After narrowly avoiding a ban in the United States earlier this fall, TikTok is again veering toward an imminent crisis with the Trump administration.  ➖ @cnnbrk ➖",318.0,0.0,,False,,245796.0,https://t.me/cnnbrk/245799
US-2020,cnnbrk,245795,2020-11-12 00:31:45+00:00,"Opinion: These presidents skipped successors' inaugurations  The presidential election of 2020 is already one for the history books. After a long campaign set against a global pandemic, it appears former Vice President Joe Biden has defeated incumbent President Donald Trump by a wide margin in the popular vote and a decisive count in the Electoral College.  ➖ @cnnbrk ➖",254.0,0.0,,False,,245794.0,https://t.me/cnnbrk/245795
US-2020,cnnbrk,245782,2020-11-12 00:31:02+00:00,Trump installs advocate for quick Afghanistan withdrawal at Pentagon  An ardent opponent of the US military's presence in Afghanistan who once called for the use of lethal force against illegal immigrants and has made a litany of racist comments has been made a senior adviser at the Pentagon.  ➖ @cnnbrk ➖,224.0,0.0,,False,,245781.0,https://t.me/cnnbrk/245782
US-2020,cnnbrk,245774,2020-11-11 23:09:00+00:00,Here are the world leaders who congratulated Joe Biden  Leaders around the world have offered their congratulations to President-elect Joe Biden even as President Donald Trump refuses to concede his election loss.  ➖ @cnnbrk ➖,339.0,0.0,,False,,245773.0,https://t.me/cnnbrk/245774
US-2020,cnnbrk,245760,2020-11-11 20:29:34+00:00,"Joe Biden's win grows more decisive each day as votes are counted  President Donald Trump's efforts to deny the outcome of the 2020 election cannot change an undeniable reality: Joe Biden won decisively, and his lead nationally and in key states has grown over time as more votes have been counted.  ➖ @cnnbrk ➖",216.0,1.0,,False,,245759.0,https://t.me/cnnbrk/245760
US-2020,cnnbrk,245752,2020-11-11 20:28:43+00:00,Pence under the radar as Trump fights for power  President Donald Trump continues to baselessly contest the election results and top Republicans have been circling the wagons to amplify that message. But one key ally has been publicly absent from the conversation: Vice President Mike Pence.  ➖ @cnnbrk ➖,213.0,0.0,,False,,245751.0,https://t.me/cnnbrk/245752
US-2020,cnnbrk,245750,2020-11-11 20:28:34+00:00,Trump 'burrowing' loyalists into government in a way that could be difficult for Biden to undo  President Donald Trump and his allies in the administration are dislodging officials across the government and burrowing loyalists into agencies in a way that could make them difficult for President-elect Joe Biden to remove next year.  ➖ @cnnbrk ➖,217.0,1.0,,False,,245749.0,https://t.me/cnnbrk/245750
US-2020,cnnbrk,245746,2020-11-11 20:28:12+00:00,Trump makes first public appearance in almost a week    ➖ @cnnbrk ➖,290.0,1.0,,False,,245745.0,https://t.me/cnnbrk/245746
US-2020,cnnbrk,245728,2020-11-11 16:24:57+00:00,"Analysis: How Trump's 'perfect' phone call foretold 2020 loss  Even as far back as July 2019, Donald Trump knew that Joe Biden posed a major threat to his chances of winning a second term.  ➖ @cnnbrk ➖",387.0,1.0,,False,,245727.0,https://t.me/cnnbrk/245728
US-2020,cnnbrk,245724,2020-11-11 15:57:59+00:00,The President is set to make his first public appearance in six days. His planner indicates absence without leave.  The President of the United States is absent without leave. President Donald Trump is set to make his first public appearance in six days Wednesday when he visits Arlington National Cemetery to commemorate Veterans Day alongside first lady Melania Trump and Vice President Mike Pence.  ➖ @cnnbrk ➖,325.0,0.0,,False,,245722.0,https://t.me/cnnbrk/245724
US-2020,cnnbrk,245713,2020-11-11 15:56:49+00:00,Van Jones: America is in danger right now  CNN's Van Jones and Abby Phillip break down the Republican response to the 2020 US election and examine why Senate Majority Leader Mitch McConnell seems to be siding with President Trump.  ➖ @cnnbrk ➖,179.0,0.0,,False,,245704.0,https://t.me/cnnbrk/245713
US-2020,cnnbrk,245702,2020-11-11 15:56:36+00:00,"Analysis: Alarm over Trump acting 'more akin to a dictatorship'  President Donald Trump's administration is taking on the characteristics of a tottering regime --  with its loyalty tests, destabilizing attacks on the military chain of command, a deepening bunker mentality and increasingly delusional claims of political victory.  ➖ @cnnbrk ➖",162.0,0.0,,False,,245698.0,https://t.me/cnnbrk/245702
US-2020,cnnbrk,245692,2020-11-11 15:55:52+00:00,Biden says Trump's attempts to frustrate transition are 'an embarrassment'    ➖ @cnnbrk ➖,155.0,0.0,,False,,,https://t.me/cnnbrk/245692
US-2020,cnnbrk,245681,2020-11-11 15:55:39+00:00,Alarm grows over Trump acting 'more akin to a dictatorship'    ➖ @cnnbrk ➖,149.0,0.0,,False,,,https://t.me/cnnbrk/245681
US-2020,cnnbrk,245680,2020-11-11 15:55:38+00:00,"He's seen 3 transitions. Hear what he says about Trump  Richard Clarke, a top counter-terror adviser to Presidents Bill Clinton and George W. Bush, warns of the potential threats to national security that come with a delayed presidential transition.  ➖ @cnnbrk ➖",149.0,0.0,,False,,,https://t.me/cnnbrk/245680
US-2020,cnnbrk,245657,2020-11-11 15:54:31+00:00,"To my family who chose Trump over me: Was it worth it?  ""Was it worth it?"" That was the poignant and wise question a family member posed on Facebook after Joe Biden became President-elect. It's a question I've grappled with for four years now. More specifically: Was your blind loyalty to President Donald Trump, a person you've never met, worth burning our family to the ground?  ➖ @cnnbrk ➖",165.0,0.0,,False,,245655.0,https://t.me/cnnbrk/245657
US-2020,cnnbrk,245650,2020-11-11 15:54:13+00:00,6 lawsuits Donald Trump is going to have to deal with when he leaves office  President Donald Trump will return to just plain old Donald Trump in 71 days.  ➖ @cnnbrk ➖,160.0,0.0,,False,,245649.0,https://t.me/cnnbrk/245650
US-2020,cnnbrk,245642,2020-11-11 15:53:49+00:00,"President Trump wins Alaska, CNN projects    ➖ @cnnbrk ➖",186.0,1.0,,False,,245641.0,https://t.me/cnnbrk/245642
US-2020,cnnbrk,245616,2020-11-11 11:18:43+00:00,Analysis: Angela Merkel's message to Joe Biden  Angela Merkel's faith in America was deeply shaken when Donald Trump won the US presidency in 2016.  ➖ @cnnbrk ➖,352.0,1.0,,False,,245615.0,https://t.me/cnnbrk/245616
US-2020,cnnbrk,245606,2020-11-10 21:35:38+00:00,"US President implied that he would continue contesting election results for at least another week, prompting increasing concern among Biden's team  President Donald Trump implied Tuesday he would continue contesting election results for at least another week, forestalling for days the required steps to transition government to President-elect Joe Biden and signaling to his administration that any moves toward a hand-off are on hold.  ➖ @cnnbrk ➖",516.0,2.0,,False,,245604.0,https://t.me/cnnbrk/245606
US-2020,cnnbrk,245601,2020-11-10 21:35:30+00:00,"Four years ago, Obama invited Trump to the White House. Trump hasn't done the same for Biden.  On November 10, 2016, President Barack Obama invited Donald Trump, then President-elect, to the White House.  ➖ @cnnbrk ➖",345.0,2.0,,False,,245599.0,https://t.me/cnnbrk/245601
US-2020,cnnbrk,245598,2020-11-10 21:35:27+00:00,Pompeo: There will be 'smooth transition to a second Trump administration'    ➖ @cnnbrk ➖,369.0,1.0,,False,,245597.0,https://t.me/cnnbrk/245598
US-2020,cnnbrk,245588,2020-11-10 17:32:34+00:00,"Trump plans committee to keep influence in Republican circles  President Donald Trump is planning to establish a leadership PAC, a fundraising arm that could allow him to continue to exert influence in Republican politics even after he leaves office.  ➖ @cnnbrk ➖",387.0,0.0,,False,,245587.0,https://t.me/cnnbrk/245588
US-2020,cnnbrk,245586,2020-11-10 17:31:32+00:00,"Wall Street to Trump: It's over. This isn't a repeat of 2000  The Trump campaign is waging a legal war over the 2020 presidential election results. Wall Street, on the other hand, is already moving on.  ➖ @cnnbrk ➖",352.0,0.0,,False,,245582.0,https://t.me/cnnbrk/245586
US-2020,cnnbrk,245585,2020-11-10 17:31:31+00:00,"Analysis: Here's proof Republicans are still afraid of Trump  For all the people who predicted that the Republican fever would break the instant it was clear that Donald Trump had lost the presidency to Joe Biden, let me present you with this exchange between CNN's Alisyn Camerota and Delaware Sen. Chris Coons on CNN Tuesday morning (bolding is mine):  ➖ @cnnbrk ➖",317.0,0.0,,False,,245581.0,https://t.me/cnnbrk/245585
US-2020,cnnbrk,245584,2020-11-10 17:31:31+00:00,Here's the real reason Mitch McConnell won't say Trump should concede  Mitch McConnell doesn't think Donald Trump needs to concede the 2020 election -- even days after the race has been called for former Vice President Joe Biden.  ➖ @cnnbrk ➖,281.0,0.0,,False,,245580.0,https://t.me/cnnbrk/245584
US-2020,cnnbrk,245583,2020-11-10 17:31:31+00:00,"Top Pentagon official quits day after Trump fires defense secretary  The Pentagon's top policy official, James Anderson, resigned Tuesday, according to two US defense officials, a day after President Donald Trump fired Secretary of Defense Mark Esper.  ➖ @cnnbrk ➖",273.0,1.0,,False,,245579.0,https://t.me/cnnbrk/245583
US-2020,cnnbrk,245575,2020-11-10 17:31:19+00:00,"Five alarm fire: How right-wing media is encouraging Trump's election denialism  A version of this article first appeared in the ""Reliable Sources"" newsletter. Subscribe for free right here.  ➖ @cnnbrk ➖",223.0,0.0,,False,,245570.0,https://t.me/cnnbrk/245575
US-2020,cnnbrk,245564,2020-11-10 17:30:43+00:00,"Trump Jr. and Kimberly Guilfoyle make moves to expand RNC influence and possibly takeover, sources say  Donald Trump Jr. and Kimberly Guilfoyle are making moves to expand their influence at the Republican National Committee, three GOP sources, including advisers to the President tell CNN. Some sources say they may seek to take over the party structure themselves.  ➖ @cnnbrk ➖",205.0,0.0,,False,,245563.0,https://t.me/cnnbrk/245564
US-2020,cnnbrk,245504,2020-11-10 13:24:15+00:00,"What a Biden presidency means for US-China relations  The past four years under the Trump Administration have been tumultuous for US-China relations. Beijing has reacted to Biden's presidential victory with caution, as Chinese state media say US-China relations are unlikely to improve under Biden's presidency. CNN's Ivan Watson reports.  ➖ @cnnbrk ➖",176.0,0.0,,False,,245502.0,https://t.me/cnnbrk/245504
US-2020,cnnbrk,245474,2020-11-10 09:20:06+00:00,"Analysis: Why Trump is (still) forever  Whether he's willing to admit it, Donald Trump has lost the presidency. And in 72 days, he will be gone from the White House.  ➖ @cnnbrk ➖",168.0,0.0,,False,,245471.0,https://t.me/cnnbrk/245474
US-2020,cnnbrk,245460,2020-11-10 09:19:33+00:00,"Saudi Arabia preferred a Trump win. Their fears of Biden may be well-founded  • Why Xi, Putin, Bolsonaro and Erdogan haven't congratulated Biden  ➖ @cnnbrk ➖",159.0,1.0,,False,,245458.0,https://t.me/cnnbrk/245460
US-2020,cnnbrk,245457,2020-11-10 09:19:28+00:00,"Fact Check: Trump continues to tweet baseless claims of election fraud in swing states  In a series of tweets on Monday, President Donald Trump continued to question the legitimacy of the vote count in Pennsylvania, Nevada, Georgia and Wisconsin, four battleground states that have been the subject of much scrutiny this election.  ➖ @cnnbrk ➖",150.0,0.0,,False,,245455.0,https://t.me/cnnbrk/245457
US-2020,cnnbrk,245451,2020-11-10 09:19:09+00:00,"London mayor: Who becomes the US president matters  London Mayor Sadiq Khan reacts to President-elect Joe Biden's win over President Trump, saying that who the US president is has ripple effects across the globe.  ➖ @cnnbrk ➖",153.0,0.0,,False,,245450.0,https://t.me/cnnbrk/245451
US-2020,cnnbrk,245449,2020-11-10 09:19:03+00:00,"Here are options Biden team has if Trump's effort continues  CNN's Anderson Cooper talks to a senior adviser of the Biden-Harris transition team, Jen Psaki, about the team's options should the General Services Administration continue to refuse to sign off on a key document needed to formally begin the transition process.  ➖ @cnnbrk ➖",157.0,0.0,,False,,245448.0,https://t.me/cnnbrk/245449
US-2020,cnnbrk,245445,2020-11-10 09:18:48+00:00,"Trump taps former Special Forces officer to take over from Esper at Pentagon  After firing his second Senate-confirmed secretary of defense, President Donald Trump tapped Christopher Miller, the director of the National Counterterrorism Center, to lead the Pentagon for what will likely be the remainder of his administration.  ➖ @cnnbrk ➖",162.0,0.0,,False,,245444.0,https://t.me/cnnbrk/245445
US-2020,cnnbrk,245443,2020-11-10 09:18:43+00:00,Trump election dead-enders have a home on Fox News and right-wing radio  President-elect Joe Biden? Not if you are getting your news from right-wing media.  ➖ @cnnbrk ➖,168.0,0.0,,False,,245442.0,https://t.me/cnnbrk/245443
US-2020,cnnbrk,245438,2020-11-10 09:18:30+00:00,Carl Bernstein: The President is in a rage  CNN political analyst Carl Bernstein reacts to how Trump's refusal to acknowledge defeat and accept the will of the people is dangerous for the country  ➖ @cnnbrk ➖,341.0,0.0,,False,,245436.0,https://t.me/cnnbrk/245438
US-2020,cnnbrk,245433,2020-11-10 06:21:20+00:00,"London mayor: Who becomes the US president matters  London Mayor Sadiq Khan reacts to President-elect Joe Biden's win over President Trump, saying that who the US president is has ripple effects across the globe.  ➖ @cnnbrk ➖",363.0,0.0,,False,,245431.0,https://t.me/cnnbrk/245433
US-2020,cnnbrk,245425,2020-11-10 06:21:11+00:00,Analysis: Is the Murdoch empire turning on Trump?  Is Rupert Murdoch's media empire turning on Trump?  ➖ @cnnbrk ➖,263.0,0.0,,False,,245424.0,https://t.me/cnnbrk/245425
US-2020,cnnbrk,245422,2020-11-10 05:18:04+00:00,Analysis: How Trump officials' roadblocks may cause problems for Biden    ➖ @cnnbrk ➖,266.0,0.0,,False,,245410.0,https://t.me/cnnbrk/245422
US-2020,cnnbrk,245415,2020-11-10 05:17:51+00:00,"Analysis: Trump shows transition will be as turbulent as his presidency  The question is not whether President Donald Trump is leaving. It's how much destruction, revenge and chaos he will wreak on the way out the door.  ➖ @cnnbrk ➖",170.0,0.0,,False,,245408.0,https://t.me/cnnbrk/245415
US-2020,cnnbrk,245406,2020-11-10 05:17:44+00:00,"Analysis: Trump shows transition will be as turbulent as his presidency  The question is not whether President Donald Trump is leaving. It's how much destruction, revenge and chaos he will wreak on the way out the door.  ➖ @cnnbrk ➖",168.0,0.0,,False,,245404.0,https://t.me/cnnbrk/245406
